L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity
akadémia,https://hu.wiktionary.org/wiki/akadémia#Magyar,https://en.wiktionary.org/wiki/akadémia#Hungarian,ɒkɒdeːmiɒ,academy,0,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,"('academy', 'school')",0.690273038,0.757847011
akar,https://hu.wiktionary.org/wiki/akar#Magyar,https://en.wiktionary.org/wiki/akar#Hungarian,ɒkɒr,"like, mean, meant, want, will, wish",0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('want', 'want')",0.123794212,1
akár,https://hu.wiktionary.org/wiki/akár#Magyar,https://en.wiktionary.org/wiki/akár#Hungarian,ɒkaːr,will,0,-,r,1372,no_info,no_info,no_info,no_info,change of part of speech,-,certain,"('will', 'take')",0.100439773,0.935770273
akárcsak,https://hu.wiktionary.org/wiki/akárcsak#Magyar,https://en.wiktionary.org/wiki/akárcsak#Hungarian,ɒkaːrt͡ʃɒk,"same_as, the_same_as",0,-,r,1585,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
akármi,https://hu.wiktionary.org/wiki/akármi#Magyar,https://en.wiktionary.org/wiki/akármi#Hungarian,ɒkaːrmi,"any, whatever, whatsoever",0,-,r,1575,no_info,no_info,no_info,no_info,no_info,-,certain,"('any', 'not')",0.035483871,0.933900952
akceptál,https://hu.wiktionary.org/wiki/akceptál#Magyar,https://en.wiktionary.org/wiki/akceptál#Hungarian,ɒkt͡sɛptaːl,You_can_accept,0,-,a,1570,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
akció,https://hu.wiktionary.org/wiki/akció#Magyar,https://en.wiktionary.org/wiki/akció#Hungarian,ɒkt͡sioː,action,0,-,n,1589,IE,Romance,Latin,no_info,general,+,certain,"('action', 'fight')",0.132352941,0.792772114
aki,https://hu.wiktionary.org/wiki/aki#Magyar,https://en.wiktionary.org/wiki/aki#Hungarian,ɒki,that,0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('that', 'that')",0.028195489,1.000000119
akkora,https://hu.wiktionary.org/wiki/akkora#Magyar,https://en.wiktionary.org/wiki/akkora#Hungarian,ɒkːorɒ,the_size,0,-,r,1577,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
akkord,https://hu.wiktionary.org/wiki/akkord#Magyar,https://en.wiktionary.org/wiki/akkord#Hungarian,ɒkːord,chord,0,-,n,1802,no_info,no_info,no_info,no_info,internationalism,+,certain,"('chord', 'trumpet')",0.468379447,0.576821923
akkumulál,https://hu.wiktionary.org/wiki/akkumulál#Magyar,https://en.wiktionary.org/wiki/akkumulál#Hungarian,ɒkːumulaːl,accumulates,0,-,v,1725,IE,Romance,Latin,no_info,general,+,certain,"('accumulates', 'pus')",0.119771863,0.556481779
akkurátus,https://hu.wiktionary.org/wiki/akkurátus#Magyar,https://en.wiktionary.org/wiki/akkurátus#Hungarian,ɒkːuraːtuʃ,exacting,0,-,a,1758,IE,Romance,Latin,no_info,general,+,certain,"('exacting', 'necessity')",0.289090909,0.502996743
akna,https://hu.wiktionary.org/wiki/akna#Magyar,https://en.wiktionary.org/wiki/akna#Hungarian,ɒknɒ,"mine, pit, shaft, sink, tunnel, well",0,-,n,1222,no_info,no_info,no_info,no_info,no_info,-,certain,"('sink', 'sink')",0.416666667,1
akó,https://hu.wiktionary.org/wiki/akó#Magyar,https://en.wiktionary.org/wiki/akó#Hungarian,ɒkoː,"(archaic) an old liquid measure, about 50 liters",0,-,r,1226,IE,Slavic,Russian,no_info,no_info,+,uncertain,(),0,-1
akol,https://hu.wiktionary.org/wiki/akol#Magyar,https://en.wiktionary.org/wiki/akol#Hungarian,ɒkol,"fold, kraal, pen",0,-,n,1193,IE,Slavic,Slovenian,no_info,no_info,+,uncertain,"('fold', 'fold')",0.096226415,1
ákombákom,https://hu.wiktionary.org/wiki/ákombákom#Magyar,https://en.wiktionary.org/wiki/ákombákom#Hungarian,aːkombaːkom,cramped_handwriting,0,-,a,1609,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
akrobata,https://hu.wiktionary.org/wiki/akrobata#Magyar,https://en.wiktionary.org/wiki/akrobata#Hungarian,ɒkrobɒtɒ,"acrobat, equilibrist, tumbler, vaulter",0,-,r,1840,no_info,no_info,no_info,no_info,internationalism,+,certain,"('vaulter', 'pole')",0.389097744,0.622301459
akt,https://hu.wiktionary.org/wiki/akt#Magyar,https://en.wiktionary.org/wiki/akt#Hungarian,ɒkt,"nude, nudity",0,-,n,1893,IE,Germanic,German,no_info,no_info,+,certain,"('nude', 'naked')",0.078431373,0.770926714
akta,https://hu.wiktionary.org/wiki/akta#Magyar,https://en.wiktionary.org/wiki/akta#Hungarian,ɒktɒ,file,0,-,n,1613,IE,Romance,Latin,no_info,general,+,certain,"('file', 'mail')",0.68852459,0.658532381
aktív,https://hu.wiktionary.org/wiki/aktív#Magyar,https://en.wiktionary.org/wiki/aktív#Hungarian,ɒktiːv,"acting, active, activated, zippy",0,-,a,1708,no_info,no_info,no_info,no_info,internationalism,+,certain,"('active', 'become')",0.171149144,0.768001378
aktuális,https://hu.wiktionary.org/wiki/aktuális#Magyar,https://en.wiktionary.org/wiki/aktuális#Hungarian,ɒktuaːliʃ,topical,0,-,a,1708,IE,Romance,Latin,no_info,general,+,certain,"('topical', 'ointment')",0.430722892,0.570958853
aktus,https://hu.wiktionary.org/wiki/aktus#Magyar,https://en.wiktionary.org/wiki/aktus#Hungarian,ɒktuʃ,acts,0,-,n,1618,IE,Romance,Latin,no_info,general,+,certain,"('acts', 'punishment')",0.6133829,0.71898967
akusztika,https://hu.wiktionary.org/wiki/akusztika#Magyar,https://en.wiktionary.org/wiki/akusztika#Hungarian,ɒkustikɒ,acoustics,0,-,n,1845,no_info,no_info,no_info,no_info,internationalism,+,certain,"('acoustics', 'sound')",0.185069984,0.531750798
akvarell,https://hu.wiktionary.org/wiki/akvarell#Magyar,https://en.wiktionary.org/wiki/akvarell#Hungarian,ɒkvɒrɛlː,"water-colour, water-colour_painting, water-coloured",0,-,n,1844,no_info,no_info,no_info,no_info,internationalism,+,certain,"('water-colour', 'sculptor')",0.21875,0.473739713
akvárium,https://hu.wiktionary.org/wiki/akvárium#Magyar,https://en.wiktionary.org/wiki/akvárium#Hungarian,ɒkvaːrium,aquarium,0,-,n,1877,no_info,no_info,no_info,no_info,internationalism,+,certain,"('aquarium', 'dolphin')",0.554347826,0.672206461
al,https://hu.wiktionary.org/wiki/al#Magyar,https://en.wiktionary.org/wiki/al#Hungarian,ɒl,-,1,+,r,1200,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
al,https://hu.wiktionary.org/wiki/al#Magyar,https://en.wiktionary.org/wiki/al#Hungarian,ɒl,"(archaic, rare) lower part of something",0,-,n,1372,U,no_info,no_info,no_info,no_info,-,certain,(),0,-1
ál,https://hu.wiktionary.org/wiki/ál#Magyar,https://en.wiktionary.org/wiki/ál#Hungarian,aːl,-,2,+,r,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
ál,https://hu.wiktionary.org/wiki/ál#Magyar,https://en.wiktionary.org/wiki/ál#Hungarian,aːl,-,1,+,r,1200,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
ál,https://hu.wiktionary.org/wiki/ál#Magyar,https://en.wiktionary.org/wiki/ál#Hungarian,aːl,"simulated, spurious, surreptitious",0,-,a,1416,Turkic,no_info,no_info,no_info,no_info,+,uncertain,"('spurious', 'deceit')",0.166666667,0.592290461
alabárd,https://hu.wiktionary.org/wiki/alabárd#Magyar,https://en.wiktionary.org/wiki/alabárd#Hungarian,ɒlɒbaːrd,bill,0,-,n,1550,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('bill', 'bill')",0.63028169,1
alabástrom,https://hu.wiktionary.org/wiki/alabástrom#Magyar,https://en.wiktionary.org/wiki/alabástrom#Hungarian,ɒlɒbaːʃtrom,alabaster,0,-,n,1416,IE,Romance,Latin,no_info,general,+,certain,"('alabaster', 'stone')",0.105,0.43153888
alacsony,https://hu.wiktionary.org/wiki/alacsony#Magyar,https://en.wiktionary.org/wiki/alacsony#Hungarian,ɒlɒt͡ʃoɲ,"low, low-down, lowly, pint-sized, shallow, short, titchy",0,-,a,1456,no_info,no_info,no_info,no_info,derivative,-,certain,"('shallow', 'shallow')",0.096774194,1
alagút,https://hu.wiktionary.org/wiki/alagút#Magyar,https://en.wiktionary.org/wiki/alagút#Hungarian,ɒlɒɡuːt,tunnel,0,-,n,1835,no_info,no_info,no_info,no_info,no_info,-,certain,"('tunnel', 'bridge')",0.417159763,0.816351712
alak,https://hu.wiktionary.org/wiki/alak#Magyar,https://en.wiktionary.org/wiki/alak#Hungarian,ɒlɒk,"beggar, bloke, build, chappie, chappy, cod, configuration, coon, cove, cuss, dog, egg, figure, form, format, number, shape, size, structure",0,-,n,1405,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('build', 'build')",0.198921106,1
alamizsna,https://hu.wiktionary.org/wiki/alamizsna#Magyar,https://en.wiktionary.org/wiki/alamizsna#Hungarian,ɒlɒmiʒnɒ,"charity, dole, handout",0,-,n,1372,IE,Romance,Latin,no_info,general,+,certain,"('dole', 'bill')",0.63028169,0.666258037
alamuszi,https://hu.wiktionary.org/wiki/alamuszi#Magyar,https://en.wiktionary.org/wiki/alamuszi#Hungarian,ɒlɒmusi,underhand,0,-,a,1788,no_info,no_info,no_info,no_info,no_info,-,certain,"('underhand', 'tongs')",0.403125,0.668255389
alán,https://hu.wiktionary.org/wiki/alán#Magyar,https://en.wiktionary.org/wiki/alán#Hungarian,ɒlaːn,Alan,0,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
alany,https://hu.wiktionary.org/wiki/alany#Magyar,https://en.wiktionary.org/wiki/alany#Hungarian,ɒlɒɲ,subjective,0,-,n,1790,IE,Romance,Latin,no_info,derivative,+,certain,"('subjective', 'judgment')",0.382271468,0.639050603
alap,https://hu.wiktionary.org/wiki/alap#Magyar,https://en.wiktionary.org/wiki/alap#Hungarian,ɒlɒp,"base, basic, basis, bedrock, bottom, footing, foundation, foundations, fund, ground, groundwork, grounding, occasion, principle, substrate, substratum, substrata, ultimate",0,-,n,1774,no_info,no_info,no_info,no_info,derivative,-,certain,"('bottom', 'bottom')",0.092298289,0.99999994
álarc,https://hu.wiktionary.org/wiki/álarc#Magyar,https://en.wiktionary.org/wiki/álarc#Hungarian,aːlɒrt͡s,mask,0,-,n,1809,no_info,no_info,no_info,no_info,no_info,-,certain,"('mask', 'tattoo')",0.234104046,0.780954301
alarm,https://hu.wiktionary.org/wiki/alarm#Magyar,https://en.wiktionary.org/wiki/alarm#Hungarian,ɒlɒrm,alarm,0,-,a,1722,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('alarm', 'noise')",0.185069984,0.72696209
alássan,https://hu.wiktionary.org/wiki/alássan#Magyar,https://en.wiktionary.org/wiki/alássan#Hungarian,ɒlaːʃːɒn,assure_you,0,-,a,1800,no_info,no_info,no_info,no_info,clipping,-,certain,(),0,-1
alászolgája,https://hu.wiktionary.org/wiki/alászolgája#Magyar,https://en.wiktionary.org/wiki/alászolgája#Hungarian,ɒlaːsolɡaːjɒ,"(formal, archaic) at your service",0,-,n,1793,no_info,no_info,no_info,no_info,clipping,-,certain,(),0,-1
alatt,https://hu.wiktionary.org/wiki/alatt#Magyar,https://en.wiktionary.org/wiki/alatt#Hungarian,ɒlɒtː,"a-, beneath, in, pending, through, under, underneath",0,-,r,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('in', 'in')",0.052050473,1
alattomban,https://hu.wiktionary.org/wiki/alattomban#Magyar,https://en.wiktionary.org/wiki/alattomban#Hungarian,ɒlɒtːombɒn,"on_the_sly, surreptitiously, underhand",0,-,n,1519,no_info,no_info,no_info,no_info,derivative,-,certain,"('underhand', 'tongs')",0.403125,0.668255389
alattvaló,https://hu.wiktionary.org/wiki/alattvaló#Magyar,https://en.wiktionary.org/wiki/alattvaló#Hungarian,ɒlɒtːvɒloː,"dependant, dependent, subject",0,-,n,1604,no_info,no_info,no_info,no_info,no_info,-,certain,"('subject', 'certain')",0.32537961,0.830588758
alávaló,https://hu.wiktionary.org/wiki/alávaló#Magyar,https://en.wiktionary.org/wiki/alávaló#Hungarian,ɒlaːvɒloː,"abject, despicable, dirty, foul, ignominious, mean, nefarious, pitiful, rascally, scurvy",0,-,a,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('dirty', 'dirty')",0.133757962,0.99999994
aláz,https://hu.wiktionary.org/wiki/aláz#Magyar,https://en.wiktionary.org/wiki/aláz#Hungarian,ɒlaːz,humiliate,0,-,r,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('humiliate', 'betray')",0.362068966,0.662043631
albán,https://hu.wiktionary.org/wiki/albán#Magyar,https://en.wiktionary.org/wiki/albán#Hungarian,ɒlbaːn,Albanian,0,-,a,1559,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
albínó,https://hu.wiktionary.org/wiki/albínó#Magyar,https://en.wiktionary.org/wiki/albínó#Hungarian,ɒlbiːnoː,albino,0,-,n,1816,no_info,no_info,no_info,no_info,internationalism,+,certain,"('albino', 'parrot')",0.5,0.621481061
album,https://hu.wiktionary.org/wiki/album#Magyar,https://en.wiktionary.org/wiki/album#Hungarian,ɒlbum,"album, scrap-book",0,-,n,1620,no_info,no_info,no_info,no_info,internationalism,+,certain,"('album', 'song')",0.223684211,0.929700732
álca,https://hu.wiktionary.org/wiki/álca#Magyar,https://en.wiktionary.org/wiki/álca#Hungarian,aːlt͡sɒ,camouflage,0,-,n,1853,no_info,no_info,no_info,no_info,neologism,-,certain,"('camouflage', 'trousers')",0.564516129,0.713438272
áld,https://hu.wiktionary.org/wiki/áld#Magyar,https://en.wiktionary.org/wiki/áld#Hungarian,aːld,"bless, blest, bless",0,-,v,1372,FU,no_info,no_info,no_info,no_info,-,certain,"('bless', 'bless')",0.289473684,0.99999994
áldomás,https://hu.wiktionary.org/wiki/áldomás#Magyar,https://en.wiktionary.org/wiki/áldomás#Hungarian,aːldomaːʃ,pledge,0,-,n,1200,no_info,no_info,no_info,no_info,derivative,-,certain,"('pledge', 'promise')",0.321428571,0.856050611
áldoz,https://hu.wiktionary.org/wiki/áldoz#Magyar,https://en.wiktionary.org/wiki/áldoz#Hungarian,aːldoz,offer_up_a_sacrifice,0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
alél,https://hu.wiktionary.org/wiki/alél#Magyar,https://en.wiktionary.org/wiki/alél#Hungarian,ɒleːl,stunned,0,-,n,1300,no_info,no_info,no_info,no_info,derivative,-,certain,"('stunned', 'surprised')",0.230392157,0.791175246
alfa,https://hu.wiktionary.org/wiki/alfa#Magyar,https://en.wiktionary.org/wiki/alfa#Hungarian,ɒlfɒ,alpha,0,-,r,1519,IE,Romance,Latin,no_info,general,+,certain,"('alpha', 'sun')",0.139002037,0.438129097
alföld,https://hu.wiktionary.org/wiki/alföld#Magyar,https://en.wiktionary.org/wiki/alföld#Hungarian,ɒlføld,"flat, lowlands, plain",0,-,n,1527,no_info,no_info,no_info,no_info,no_info,-,certain,"('plain', 'plain')",0.26007326,1.000000119
alga,https://hu.wiktionary.org/wiki/alga#Magyar,https://en.wiktionary.org/wiki/alga#Hungarian,ɒlɡɒ,"alga, algae",0,-,n,1858,IE,Romance,Latin,no_info,general,+,certain,"('algae', 'insect')",0.443946188,0.684976995
algebra,https://hu.wiktionary.org/wiki/algebra#Magyar,https://en.wiktionary.org/wiki/algebra#Hungarian,ɒlɡɛbrɒ,"(mathematics) algebra (a system for computation using letters or other symbols to represent numbers, with rules for manipulating these symbols)",0,-,n,1708,no_info,no_info,no_info,no_info,internationalism,+,certain,(),0,-1
alibi,https://hu.wiktionary.org/wiki/alibi#Magyar,https://en.wiktionary.org/wiki/alibi#Hungarian,ɒlibi,alibi,0,-,a,1843,no_info,no_info,no_info,no_info,internationalism,+,certain,"('alibi', 'defendant')",0.195652174,0.562921584
alig,https://hu.wiktionary.org/wiki/alig#Magyar,https://en.wiktionary.org/wiki/alig#Hungarian,ɒliɡ,"barely, ""by_the_skin_of_ones"", hardly, just, narrowly, scantily, scantly, scarcely, slightly, sparingly",0,-,r,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('hardly', 'seem')",0.103346457,0.901354671
aligátor,https://hu.wiktionary.org/wiki/aligátor#Magyar,https://en.wiktionary.org/wiki/aligátor#Hungarian,ɒliɡaːtor,alligator,0,-,n,1852,no_info,no_info,no_info,no_info,internationalism,+,certain,"('alligator', 'alligator')",0.533333333,1
alj,https://hu.wiktionary.org/wiki/alj#Magyar,https://en.wiktionary.org/wiki/alj#Hungarian,ɒlj,"bed, depth, dregs, excrement, skirt",0,-,n,1550,no_info,no_info,no_info,no_info,derivative,-,certain,"('skirt', 'skirt')",0.609797297,1
alkalom,https://hu.wiktionary.org/wiki/alkalom#Magyar,https://en.wiktionary.org/wiki/alkalom#Hungarian,ɒlkɒlom,"break, chance, handle, occasion, opportunity, peg, slant, time",0,-,n,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('break', 'break')",0.065693431,1
alkat,https://hu.wiktionary.org/wiki/alkat#Magyar,https://en.wiktionary.org/wiki/alkat#Hungarian,ɒlkɒt,"constitution, makeup, stature, temper, temperament, texture",0,-,n,1800,no_info,no_info,no_info,no_info,derivative,-,certain,"('texture', 'smooth')",0.174295775,0.754547358
alkohol,https://hu.wiktionary.org/wiki/alkohol#Magyar,https://en.wiktionary.org/wiki/alkohol#Hungarian,ɒlkohol,"alcohol, spirit",0,-,n,1789,no_info,no_info,no_info,no_info,internationalism,+,certain,"('spirit', 'spirit')",0.399671053,1
alkonyodik,https://hu.wiktionary.org/wiki/alkonyodik#Magyar,https://en.wiktionary.org/wiki/alkonyodik#Hungarian,ɒlkoɲodik,the_night_is_falling,0,-,v,1573,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
alkörmös,https://hu.wiktionary.org/wiki/alkörmös#Magyar,https://en.wiktionary.org/wiki/alkörmös#Hungarian,ɒlkørmøʃ,pokeweed,0,-,n,1626,no_info,no_info,no_info,no_info,no_info,-,certain,"('pokeweed', 'cookhouse')",0.327669903,0.421611816
alkot,https://hu.wiktionary.org/wiki/alkot#Magyar,https://en.wiktionary.org/wiki/alkot#Hungarian,ɒlkot,"compose, constitute, create, frame, make_up, mint, procreate, produce",0,-,v,1416,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('create', 'bring')",0.018008475,0.837437153
alkotmány,https://hu.wiktionary.org/wiki/alkotmány#Magyar,https://en.wiktionary.org/wiki/alkotmány#Hungarian,ɒlkotmaːɲ,constitution,0,-,n,1560,no_info,no_info,no_info,no_info,derivative,-,certain,"('constitution', 'rule')",0.375565611,0.705489337
alkóv,https://hu.wiktionary.org/wiki/alkóv#Magyar,https://en.wiktionary.org/wiki/alkóv#Hungarian,ɒlkoːv,"alcove, bay, cubicle, recess",0,-,n,1763,no_info,no_info,no_info,no_info,internationalism,+,certain,"('bay', 'bay')",0.344339623,1
alkuszik,https://hu.wiktionary.org/wiki/alkuszik#Magyar,https://en.wiktionary.org/wiki/alkuszik#Hungarian,ɒlkusik,"bargain, chaffer",0,-,v,1474,no_info,no_info,no_info,no_info,derivative,-,certain,"('bargain', 'price')",0.431330472,0.72841239
áll,https://hu.wiktionary.org/wiki/áll#Magyar,https://en.wiktionary.org/wiki/áll#Hungarian,aːlː,chin,2,-,n,1405,FU,no_info,no_info,no_info,no_info,-,certain,"('chin', 'chin')",0.060240964,1
áll,https://hu.wiktionary.org/wiki/áll#Magyar,https://en.wiktionary.org/wiki/áll#Hungarian,aːlː,"be_at_a_stand, endure, stagnate, stand, stood",1,-,v,1300,FU,no_info,no_info,no_info,no_info,-,certain,"('stand', 'stand')",0.019092066,1
állag,https://hu.wiktionary.org/wiki/állag#Magyar,https://en.wiktionary.org/wiki/állag#Hungarian,aːlːɒɡ,"consistence, consistency",0,-,n,1837,IE,Romance,Latin,no_info,derivative,+,certain,"('consistency', 'taste')",0.23877551,0.693976641
állam,https://hu.wiktionary.org/wiki/állam#Magyar,https://en.wiktionary.org/wiki/állam#Hungarian,aːlːɒm,"body_politic, realm, state",0,-,n,1836,IE,Romance,Latin,no_info,derivative,+,certain,"('state', 'government')",0.633934768,0.768635094
állandó,https://hu.wiktionary.org/wiki/állandó#Magyar,https://en.wiktionary.org/wiki/állandó#Hungarian,aːlːɒndoː,"constant, continual, fixed, immutable, invariant, invariable, perennial, permanent, perpetual, persistent, regular, stable, standing, staple, stationary, steady, stock, uniform, unvarying",0,-,a,1519,no_info,no_info,no_info,no_info,derivative,-,certain,"('stable', 'stable')",0.252717391,1
állapot,https://hu.wiktionary.org/wiki/állapot#Magyar,https://en.wiktionary.org/wiki/állapot#Hungarian,aːlːɒpot,"estate, footing, kilter, nick, plight, position, repair, stage, standing, state, status, trim",0,-,n,1513,no_info,no_info,no_info,no_info,derivative,-,certain,"('standing', 'stand')",0.019092066,0.807457745
álláspont,https://hu.wiktionary.org/wiki/álláspont#Magyar,https://en.wiktionary.org/wiki/álláspont#Hungarian,aːlːaːʃpont,"side, slant, standpoint, standing-point, stand",0,-,n,1813,IE,Germanic,German,no_info,calque, compound,"+,","('stand', 'stand')",0.019092066,1
állat,https://hu.wiktionary.org/wiki/állat#Magyar,https://en.wiktionary.org/wiki/állat#Hungarian,aːlːɒt,"animal, beast, brute, creature",0,-,n,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('animal', 'animal')",0.456140351,1
allé,https://hu.wiktionary.org/wiki/allé#Magyar,https://en.wiktionary.org/wiki/allé#Hungarian,ɒlːeː,vista,0,-,n,1752,no_info,no_info,no_info,no_info,internationalism,+,certain,"('vista', 'adobe')",0.313953488,0.596511841
alleluja,https://hu.wiktionary.org/wiki/alleluja#Magyar,https://en.wiktionary.org/wiki/alleluja#Hungarian,ɒlːɛlujɒ,Alleluia,0,-,v,1416,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
allergén,https://hu.wiktionary.org/wiki/allergén#Magyar,https://en.wiktionary.org/wiki/allergén#Hungarian,ɒlːɛrɡeːn,allergens,0,-,n,1990,no_info,no_info,no_info,no_info,internationalism,+,certain,"('allergens', 'insect')",0.443946188,0.609940946
allergia,https://hu.wiktionary.org/wiki/allergia#Magyar,https://en.wiktionary.org/wiki/allergia#Hungarian,ɒlːɛrɡiɒ,allergy,0,-,n,1900,IE,Romance,Latin,no_info,general,+,certain,"('allergy', 'cough')",0.055555556,0.703079581
