L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in
𐌰𐌻𐌰𐌸𐌰𐍂𐌱𐌰,https://en.wiktionary.org/wiki/𐌰𐌻𐌰𐌸𐌰𐍂𐌱𐌰#Gothic,alaþarba,alaθarba,"in_want, needy",a,alaθarba
𐌰𐌻𐌰𐌹𐌺𐍃𐌰𐌽𐌳𐍂𐌿𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌰𐌹𐌺𐍃𐌰𐌽𐌳𐍂𐌿𐍃#Gothic,alaiksandrus,alɛksandrus,Alexander,n,alɛksandrus
𐌰𐌻𐌰𐌺𐌾𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌰𐌺𐌾𐍉#Gothic,alakjō,alakjo,"all_together, in_unison",r,alakjo
𐌰𐌻𐌰𐌼𐌰𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌰𐌼𐌰𐌽𐍃#Gothic,alamans,alamans,all_of_humanity,n,alamans
𐌰𐌻𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌰𐌽#Gothic,alan,alan,"grow, be_nourished",v,al
𐌰𐌻𐌰𐍂𐌴𐌹𐌺𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐌰𐌻𐌰𐍂𐌴𐌹𐌺𐍃#Gothic,alarēiks,alareɪks,,r,alareɪks
𐌰𐌻𐌳𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌳𐍃#Gothic,alds,alds,"generation, age",n,alds
𐌰𐌻𐌳𐍉𐌼𐌹𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌳𐍉𐌼𐌹𐌽#Gothic,aldōmin,aldomɪn,old_age,n,aldomɪn
𐌰𐌻𐌴𐌹𐌽𐌰,https://en.wiktionary.org/wiki/𐌰𐌻𐌴𐌹𐌽𐌰#Gothic,alēina,aleɪna,"ell, cubit",n,aleɪna
𐌰𐌻𐌴𐍅,https://en.wiktionary.org/wiki/𐌰𐌻𐌴𐍅#Gothic,alēw,alew,oil,n,alew
𐌰𐌻𐌴𐍅𐌰𐌱𐌰𐌲𐌼𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌴𐍅𐌰𐌱𐌰𐌲𐌼𐍃#Gothic,alēwabagms,alewaβaɣm̥s,olive_tree,n,alewaβaɣm̥s
𐌰𐌻𐌴𐍅𐌾𐌰,https://en.wiktionary.org/wiki/𐌰𐌻𐌴𐍅𐌾𐌰#Gothic,alēwja,alewja,"of_olives, pertaining_olives",a,alewja
𐌰𐌻𐌷𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌷𐍃#Gothic,alhs,alhs,temple,n,alhs
𐌰𐌻𐌸𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌸𐌴𐌹𐍃#Gothic,alþēis,alθeɪs,old,a,alθeɪs
𐌰𐌻𐌻𐌰𐌸𐍂𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐌰𐌸𐍂𐍉#Gothic,allaþrō,allaθro,from_every_direction,r,allaθro
𐌰𐌻𐌻𐌰𐌽𐌳𐌾𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐌰𐌽𐌳𐌾𐍉#Gothic,allandjō,allandjo,"completely, wholly, totally, fully, entirely",r,allandjo
𐌰𐌻𐌻𐌰𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌰,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐌰𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌰#Gothic,allawaurstwa,allawɔrstwa,"perfect, all_accomplishing",a,allawɔrstwa
𐌰𐌻𐌻𐌰𐍅𐌴𐍂𐌴𐌹,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐌰𐍅𐌴𐍂𐌴𐌹#Gothic,allawērēi,allawereɪ,"sincerity, agreeability, simplicity",n,allawereɪ
𐌰𐌻𐌻𐌿𐌷,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐌿𐌷#Gothic,alluh,alluh,"Compound_of_𐌰𐌻𐌻+_, clitic__𐌿𐌷.",r,alluh
𐌰𐌻𐌻𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐍃#Gothic,alls,all̥s,all,r,all̥s
𐌰𐌻𐌻𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃#Gothic,allwaldands,all̥waldands,almighty_ruler,n,all̥waldands
𐌰𐌻𐌾𐌰,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰#Gothic,alja,alja,"than, except, unless",r,alja
𐌰𐌻𐌾𐌰𐌸,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌸#Gothic,aljaþ,aljaθ,"elsewhere, elsewhither",r,aljaθ
𐌰𐌻𐌾𐌰𐌸𐍂𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌸𐍂𐍉#Gothic,aljaþrō,aljaθro,from_elsewhere,r,aljaθro
𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃#Gothic,aljakuns,aljakuns,"of_different_kin, strange, odd",a,aljakuns
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉#Gothic,aljalēikō,aljaleɪko,"otherwise, differently",r,aljaleɪko
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐌽#Gothic,aljalēikōn,aljaleɪkon,"be_differently_formed, differ",v,aljaleɪkon
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐍃#Gothic,aljalēikōs,aljaleɪkos,"otherwise, differently, comparative_degree_of_𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉",r,aljaleɪkos
𐌰𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌽#Gothic,aljan,aljan,"cause_grow_fat, fatten",v,alj
𐌰𐌻𐌾𐌰𐌽𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌽𐍉𐌽#Gothic,aljanōn,aljanon,"be_zealous, strive",v,aljanon
𐌰𐌻𐌾𐌰𐍂,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐍂#Gothic,aljar,aljar,elsewhere,r,aljar
𐌰𐌻𐌾𐌹𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌹𐍃#Gothic,aljis,aljɪs,"other, another",r,aljɪs
𐌰𐌻𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐍃#Gothic,als,als,Alternative_spelling_of_𐌰𐌻𐌷𐍃,n,als
𐌰𐌼𐌴𐌽,https://en.wiktionary.org/wiki/𐌰𐌼𐌴𐌽#Gothic,amēn,amen,amen,r,amen
𐌰𐌼𐍃,https://en.wiktionary.org/wiki/𐌰𐌼𐍃#Gothic,ams,ams,shoulder,n,ams
𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽#Gothic,an,an,,r,an
𐌰𐌽𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌰#Gothic,ana,ana,"onto, to, at",r,ana
𐌰𐌽𐌰-,https://en.wiktionary.org/wiki/𐌰𐌽𐌰-#Gothic,ana-,ana,,r,ana
𐌰𐌽𐌰𐌰𐌿𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌰𐌿𐌺𐌰𐌽#Gothic,anaaukan,anaɔkan,"add, augment",v,anaɔk
𐌰𐌽𐌰𐌱𐌹𐌿𐌳𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌱𐌹𐌿𐌳𐌰𐌽#Gothic,anabiudan,anaβɪuðan,"command, instruct, order",v,anaβɪuð
𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐍃#Gothic,anabusns,anaβusn̥s,commandment,n,anaβusn̥s
𐌰𐌽𐌰𐌲𐌰𐌲𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌲𐌰𐌲𐌲𐌰𐌽#Gothic,anagaggan,anaɣaŋɡan,"approach, come",v,anaɣaŋɡ
𐌰𐌽𐌰𐌳𐍂𐌹𐌲𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌳𐍂𐌹𐌲𐌺𐌰𐌽#Gothic,anadrigkan,anaðrɪŋkan,get_drunk,v,anaðrɪŋk
𐌰𐌽𐌰𐌵𐌰𐌻,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌰𐌻#Gothic,anaqal,anakʷal,quiet,n,anakʷal
𐌰𐌽𐌰𐌵𐌹𐌸𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐌸𐌰𐌽#Gothic,anaqiþan,anakʷɪθan,"denounce, censure, blaspheme",v,anakʷɪθ
𐌰𐌽𐌰𐌵𐌹𐌼𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐌼𐌰𐌽#Gothic,anaqiman,anakʷɪman,come_upon,v,anakʷɪm
𐌰𐌽𐌰𐌵𐌹𐌿𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐌿𐌾𐌰𐌽#Gothic,anaqiujan,anakʷɪujan,"compel, force",v,anakʷɪuj
𐌰𐌽𐌰𐌵𐌹𐍃𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐍃𐍃#Gothic,anaqiss,anakʷɪss,blasphemy,n,anakʷɪss
𐌰𐌽𐌰𐌷𐌰𐌱𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌱𐌰𐌽#Gothic,anahaban,anahaβan,"take_hold_of, possess",v,anahaβ
𐌰𐌽𐌰𐌷𐌰𐌹𐌼𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌹𐌼𐌴𐌹𐍃#Gothic,anahaimēis,anahɛmeɪs,"present, at_home",a,anahɛmeɪs
𐌰𐌽𐌰𐌷𐌰𐌹𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌹𐍄𐌰𐌽#Gothic,anahaitan,anahɛtan,"invoke, beseech, call_upon",v,anahɛt
𐌰𐌽𐌰𐌷𐌰𐌼𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌼𐍉𐌽#Gothic,anahamōn,anahamon,get_dressed,v,anahamon
𐌰𐌽𐌰𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽#Gothic,anahnaiwjan,anahnɛwjan,lay_down,v,anahnɛwj
𐌰𐌽𐌰𐌷𐌽𐌴𐌹𐍅𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌽𐌴𐌹𐍅𐌰𐌽#Gothic,anahnēiwan,anahneɪwan,"bend_down_to, bow_to, bow_down_to",v,anahneɪw
𐌰𐌽𐌰𐌸𐌰𐌹𐌼𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌸𐌰𐌹𐌼𐌰#Gothic,anaþaima,anaθɛma,"anathema, , curse",n,anaθɛma
𐌰𐌽𐌰𐌸𐌹𐍅𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌸𐌹𐍅𐌰𐌽#Gothic,anaþiwan,anaθɪwan,"enslave, subjugate",v,anaθɪw
𐌰𐌽𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽#Gothic,anaþrafstjan,anaθraɸstjan,"put_in_good_spirits, relieve, comfort",v,anaθraɸstj
𐌰𐌽𐌰𐌹𐌽𐍃𐌰𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌹𐌽𐍃𐌰𐌺𐌰𐌽#Gothic,anainsakan,anɛnsakan,impart_or_confer_through_argumentation,v,anɛnsak
𐌰𐌽𐌰𐌺𐌰𐌿𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌺𐌰𐌿𐍂𐌾𐌰𐌽#Gothic,anakaurjan,anakɔrjan,"overburden, overload",v,anakɔrj
𐌰𐌽𐌰𐌺𐌿𐌼𐌱𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌺𐌿𐌼𐌱𐌾𐌰𐌽#Gothic,anakumbjan,anakumbjan,"lie_down_at_, table, recline",v,anakumbj
𐌰𐌽𐌰𐌺𐌿𐌽𐌽𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌺𐌿𐌽𐌽𐌰𐌹𐌽𐍃#Gothic,anakunnains,anakunnɛns,reading,n,anakunnɛns
𐌰𐌽𐌰𐌺𐌿𐌽𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌺𐌿𐌽𐌽𐌰𐌽#Gothic,anakunnan,anakunnan,"read, especially_teach_or_learn_through_reading",v,anakunn
𐌰𐌽𐌰𐌺𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌺𐍃#Gothic,anaks,anaks,suddenly,r,anaks
𐌰𐌽𐌰𐌻𐌰𐌲𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌰𐌲𐌴𐌹𐌽𐍃#Gothic,analagēins,analaɣeɪns,", putting_on_or_laying_on_of_something_on_something, an_imposition",n,analaɣeɪns
𐌰𐌽𐌰𐌻𐌰𐌲𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌰𐌲𐌾𐌰𐌽#Gothic,analagjan,analaɣjan,lay_upon,v,analaɣj
𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌴𐌹#Gothic,analaugnēi,analɔɣneɪ,secrecy,n,analɔɣneɪ
𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌹𐌱𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐌹𐌱𐌰#Gothic,analaugniba,analɔɣnɪβa,secretly,r,analɔɣnɪβa
𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌰𐌿𐌲𐌽𐍃#Gothic,analaugns,analɔɣn̥s,"secret, concealed",a,analɔɣn̥s
𐌰𐌽𐌰𐌻𐌰𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌰𐍄𐌾𐌰𐌽#Gothic,analatjan,analatjan,"prevent, hinder",v,analatj
𐌰𐌽𐌰𐌻𐌴𐌹𐌺𐍉,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌻𐌴𐌹𐌺𐍉#Gothic,analēikō,analeɪko,"likewise, similarly",r,analeɪko
𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐌾𐌰𐌽#Gothic,anamahtjan,anamahtjan,do_wrong,v,anamahtj
𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐍃#Gothic,anamahts,anamahts,tyranny,n,anamahts
𐌰𐌽𐌰𐌼𐌴𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌼𐌴𐌻𐌾𐌰𐌽#Gothic,anamēljan,anameljan,"write_down_an_entry, register, enroll",v,anamelj
𐌰𐌽𐌰𐌼𐌹𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌼𐌹𐌽𐌳𐍃#Gothic,anaminds,anamɪnds,surmising,n,anamɪnds
𐌰𐌽𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽#Gothic,ananamnjan,ananamn̥jan,"name, call",v,ananamn̥j
𐌰𐌽𐌰𐌽𐌰𐌽𐌸𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌽𐌰𐌽𐌸𐌾𐌰𐌽#Gothic,anananþjan,anananθjan,"dare, be_brave, be_bold",v,anananθj
𐌰𐌽𐌰𐌽𐌰𐌿𐌸𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌽𐌰𐌿𐌸𐌾𐌰𐌽#Gothic,ananauþjan,ananɔθjan,"compel, force",v,ananɔθj
𐌰𐌽𐌰𐌽𐌹𐌿𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌽𐌹𐌿𐌾𐌰𐌽#Gothic,ananiujan,ananɪujan,renew,v,ananɪuj
𐌰𐌽𐌰𐌽𐌹𐌿𐌾𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌽𐌹𐌿𐌾𐌹𐌸𐌰#Gothic,ananiujiþa,ananɪujɪθa,renewal,n,ananɪujɪθa
𐌰𐌽𐌰𐍀𐍂𐌰𐌲𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍀𐍂𐌰𐌲𐌲𐌰𐌽#Gothic,anapraggan,anapraŋɡan,trouble,v,anapraŋɡ
𐌰𐌽𐌰𐍃𐌹𐌻𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍃𐌹𐌻𐌰𐌽#Gothic,anasilan,anasɪlan,"cease, stop, fall_silent",v,anasɪl
𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐍃#Gothic,anasiuns,anasɪuns,visible,a,anasɪuns
𐌰𐌽𐌰𐍃𐌻𐌰𐍅𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍃𐌻𐌰𐍅𐌰𐌽#Gothic,anaslawan,anaslawan,"quiet_down, become_still",v,anaslaw
𐌰𐌽𐌰𐍃𐌻𐌴𐍀𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍃𐌻𐌴𐍀𐌰𐌽#Gothic,anaslēpan,anaslepan,fall_asleep,v,anaslep
𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌴𐌹𐌽𐍃#Gothic,anastōdēins,anastoðeɪns,", beginning, start",n,anastoðeɪns
𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌾𐌰𐌽#Gothic,anastōdjan,anastoðjan,begin,v,anastoðj
𐌰𐌽𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽#Gothic,anatimrjan,anatɪmr̥jan,build_upon,v,anatɪmr̥j
𐌰𐌽𐌰𐍄𐍂𐌹𐌼𐍀𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍄𐍂𐌹𐌼𐍀𐌰𐌽#Gothic,anatrimpan,anatrɪmpan,"press_upon, crowd_upon",v,anatrɪmp
𐌰𐌽𐌰𐍅𐌰𐌹𐍂𐌸𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍅𐌰𐌹𐍂𐌸𐍃#Gothic,anawairþs,anawɛrθs,"of_, future, come",a,anawɛrθs
𐌰𐌽𐌰𐍅𐌰𐌼𐌼𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍅𐌰𐌼𐌼𐌾𐌰𐌽#Gothic,anawammjan,anawamm̥jan,"mar, stain",v,anawamm̥j
𐌰𐌽𐌰𐍅𐌹𐌻𐌾𐌴𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍅𐌹𐌻𐌾𐌴𐌹#Gothic,anawiljēi,anawɪljeɪ,"equanimity, moderation, dignity",n,anawɪljeɪ
𐌰𐌽𐌰𐍆𐌹𐌻𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍆𐌹𐌻𐌷𐌰𐌽#Gothic,anafilhan,anaɸɪlhan,"entrust_with, give_for_safekeeping",v,anaɸɪlh
𐌰𐌽𐌰𐍈𐌴𐌹𐌻𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐍈𐌴𐌹𐌻𐌰𐌽#Gothic,anaƕēilan,anahʷeɪlan,"give_someone_, break, give_rest_or_repose",v,anahʷeɪl
𐌰𐌽𐌳,https://en.wiktionary.org/wiki/𐌰𐌽𐌳#Gothic,and,and,"along, through, into, against",r,and
𐌰𐌽𐌳-,https://en.wiktionary.org/wiki/𐌰𐌽𐌳-#Gothic,and-,and,,r,and
𐌰𐌽𐌳𐌰-,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰-#Gothic,anda-,anda,,r,anda
𐌰𐌽𐌳𐌰𐌱𐌰𐌿𐌷𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌱𐌰𐌿𐌷𐍄𐍃#Gothic,andabauhts,andaβɔhts,ransom,n,andaβɔhts
𐌰𐌽𐌳𐌰𐌱𐌴𐌹𐍄,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌱𐌴𐌹𐍄#Gothic,andabēit,andaβeɪt,"punishment, castigation",n,andaβeɪt
𐌰𐌽𐌳𐌰𐌷𐌰𐌹𐍄,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌷𐌰𐌹𐍄#Gothic,andahait,andahɛt,"confession, profession",n,andahɛt
𐌰𐌽𐌳𐌰𐌷𐌰𐍆𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌷𐌰𐍆𐍄𐍃#Gothic,andahafts,andahaɸts,"reply, answer",n,andahaɸts
𐌰𐌽𐌳𐌰𐌸𐌰𐌷𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌸𐌰𐌷𐍄𐍃#Gothic,andaþahts,andaθahts,"sensible, rational, thoughtful",a,andaθahts
𐌰𐌽𐌳𐌰𐌻𐌰𐌿𐌽𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌻𐌰𐌿𐌽𐌹#Gothic,andalauni,andalɔnɪ,"recompense, requital, reward",n,andalɔnɪ
𐌰𐌽𐌳𐌰𐌽𐌰𐌷𐍄𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌽𐌰𐌷𐍄𐌹#Gothic,andanahti,andanahtɪ,evening,n,andanahtɪ
𐌰𐌽𐌳𐌰𐌽𐌴𐌹𐌸𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌽𐌴𐌹𐌸𐍃#Gothic,andanēiþs,andaneɪθs,"opposite, opposed, hostile",a,andaneɪθs
𐌰𐌽𐌳𐌰𐌽𐌴𐌼,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌽𐌴𐌼#Gothic,andanēm,andanem,a[n_instance_of]_taking_or_accepting,n,andanem
𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐌴𐌹𐌲𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐌴𐌹𐌲𐍃#Gothic,andanēmēigs,andanemeɪɣs,"taking, accepting, holding_fast",a,andanemeɪɣs
𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌽𐌴𐌼𐍃#Gothic,andanēms,andanems,"acceptable, pleasant",a,andanems
𐌰𐌽𐌳𐌰𐌽𐌿𐌼𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌽𐌿𐌼𐍄𐍃#Gothic,andanumts,andanumts,"taking_up, acceptance",n,andanumts
𐌰𐌽𐌳𐌰𐌿𐌲𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌿𐌲𐌹#Gothic,andaugi,andɔɣɪ,"countenance, face",n,andɔɣɪ
𐌰𐌽𐌳𐌰𐌿𐌲𐌹𐌱𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌿𐌲𐌹𐌱𐌰#Gothic,andaugiba,andɔɣɪβa,"openly, in_plain_sight",r,andɔɣɪβa
𐌰𐌽𐌳𐌰𐌿𐌲𐌾𐍉,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐌿𐌲𐌾𐍉#Gothic,andaugjō,andɔɣjo,"openly, in_plain_sight",r,andɔɣjo
𐌰𐌽𐌳𐌰𐍃𐌴𐍄𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐍃𐌴𐍄𐍃#Gothic,andasēts,andasets,abominable,a,andasets
𐌰𐌽𐌳𐌰𐍃𐍄𐌰𐌸𐌾𐌹𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐍃𐍄𐌰𐌸𐌾𐌹𐍃#Gothic,andastaþjis,andastaθjɪs,"opponent, adversary",n,andastaθjɪs
𐌰𐌽𐌳𐌰𐍃𐍄𐌰𐌿𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐍃𐍄𐌰𐌿𐌰#Gothic,andastaua,andastɔa,adversary,n,andastɔa
𐌰𐌽𐌳𐌰𐍅𐌰𐌹𐍂𐌸𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐍅𐌰𐌹𐍂𐌸𐌹#Gothic,andawairþi,andawɛrθɪ,"purchase_price, cost",n,andawɛrθɪ
𐌰𐌽𐌳𐌰𐍅𐌰𐌿𐍂𐌳𐌴,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐍅𐌰𐌿𐍂𐌳𐌴#Gothic,andawaurdē,andawɔrde,Alternative_spelling_of_𐌰𐌽𐌳𐌰𐍅𐌰𐌿𐍂𐌳𐌹,n,andawɔrde
𐌰𐌽𐌳𐌰𐍅𐌰𐌿𐍂𐌳𐌹,https://en.wiktionary.org/wiki/𐌰𐌽𐌳𐌰𐍅𐌰𐌿𐍂𐌳𐌹#Gothic,andawaurdi,andawɔrdɪ,"answer, response",n,andawɔrdɪ
