got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos
aglaitgastalds,Adj.,"schmutzig gewinnsüchtig, habsüchtig","acquisitive, grasping, shamefully greedy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['2'],certain,,aɣlaɪtɡastalds,"acquisitive, grasping, shamefully_greedy",a
aglaiti,N.,"Unzucht, Unschicklichkeit, Unkeuschheit","debauchery, licentiousness, dissipation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['2'],certain,form,aɣlaɪtɪ,"debauchery, licentiousness, dissipation",n
aglaitiwáurdei,F.,"Schandrede, unzüchtiges Reden","obscene language, foul language, shameful speech, filthy talk",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['2'],certain,form,aɣlaɪtɪwaurdi,"obscene_language, foul_language, shameful_speech, filthy_talk",n
aglaitiwáurds,Adj.,"verleumderisch, schändlich",verbally obscene,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,[],certain,word,aɣlaɪtɪwaurds,verbally_obscene,a
aglaits,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,[],uncertain,word,aɣlaɪts,,a
agliþa,F.,"Drangsal, Trübsal","pressure, trial, tribulation, trouble (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['1'],certain,form,aɣlɪθa,"pressure, trial, tribulation, trouble",n
agljan,V.,"schaden, belästigen","harm (V.), injure the health, be physically harmful to, be physiologically injur>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['1'],certain,form,aɣljan,"harm, injure_the_health, be_physically_harmful_to, be_physiologically_injur",v
aglō,F.,Drangsal,"affliction, painfulness, tribulation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['27'],certain,,aɣlo,"affliction, painfulness, tribulation",n
agls,Adj.,schimpflich,"disgraceful, shameful",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['1'],certain,form,aɣls,"disgraceful, shameful",a
agluba,Adv.,"schwer, schwerlich","arduously, with unpleasant difficulty",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['2'],certain,,aɣluβa,"arduously, with_unpleasant_difficulty",r
aglus,Adj.,schwierig,"difficult, toilsome",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=7,['1'],certain,form,aɣlus,"difficult, toilsome",a
agra,Adj.,"scharf, spitz","pointed (Adj.), sharp",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,[],uncertain,word,aɣra,"pointed, sharp",a
ags,Adj.,"furchtsam, ängstlich","fearful, timid",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,[],uncertain,word,aɣs,"fearful, timid",a
aha,M.,"Sinn, Verstand","mental faculty, mind (N.), understanding, reason (N.), source of thought",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['6'],certain,form,aha,"mental_faculty, mind, understanding, reason, source_of_thought",n
ahaks,F.,"zahme weiße Taube (= Opfertaube), Taube","dove, tame white dove, pigeon (for sacrifice)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['4'],certain,,ahaks,"dove, tame_white_dove, pigeon",n
ahana,"F., N.",Spreu,chaff,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['1'],certain,,ahana,chaff,nn
ahei,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,[],uncertain,word,ahi,,n
ahjan,V.,meinen,"assume, presume, think",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['1'],certain,form,ahjan,"assume, presume, think",v
ahma,M.,Geist,spirit,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['155153'],certain,,ahma,spirit,n
ahmateins,F.,"Eingebung, Inspiration",inspiration,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['1'],certain,form,ahmatins,inspiration,n
ahmatjan,V.,eingeben,inspire,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,[],uncertain,word,ahmatjan,inspire,v
ahmeins,Adj.,"geistig, geistlich",spiritual (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['13'],certain,form,ahmins,spiritual,a
ahs,N.,Ähre,ear of grain,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,"['1', '4']",certain,,ahs,ear_of_grain,n
ahs,Adj.,"verständig, besonnen (Adj.)","sensible, level-headed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['2'],certain,word,ahs,"sensible, levelheaded",a
ahsa,F.,"Achse, Achsel, a-Rune?","axis, axle, name of a-rune?",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['1'],certain,form,ahsa,"axis, axle, name_of_arune",n
ahtau,Num.,acht,eight,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['4'],certain,,ahtau,eight,r
ahtaudōgs,Adj.,achttägig,"of eight days, lasting eight days, octo-diurnal",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['1'],certain,,ahtauðoɣs,"of_eight_days, lasting_eight_days, octodiurnal",a
ahtautaihun,Num.,achtzehn,eighteen,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,[],uncertain,word,ahtautaɪhun,eighteen,r
ahtautēhund,Num.,achtzig,eighty,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['2'],certain,,ahtautehund,eighty,r
ahtuda,Adj.,achte,eighth,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['1'],certain,form,ahtuða,eighth,a
aƕa,F.,"Fluss, Gewässer","flowing body of water, river, stream (N.), torrent",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=8,['7'],certain,,ahwa,"flowing_body_of_water, river, stream, torrent",n
aibr,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],certain,,aɪβr,,n
aids,M.,"Feuer, Brand",fire (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪðs,fire,n
aíffaþa,V.,öffne dich,open up,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['1'],certain,,ɛɸɸaθa,open_up,v
aifrs,Adj.,schrecklich,terrible,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪɸrs,terrible,a
aigan,V.,haben,"have, own (V.), possess (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['32'],certain,form,aɪɣan,"have, own, possess",v
aigin,N.,"Eigentum, Vermögen","belongings, possessions, property",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['6'],certain,form,aɪɣɪn,"belongings, possessions, property",n
aiginōn,V.,aneignen,"appropriate (V.), make one’s own",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪɣɪnon,"appropriate, make_ones_own",v
aigins,Adj.,eigen,of one’s own,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪɣɪns,of_ones_own,a
aihan,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪhan,,v
aihtr,N.,"Klage, Bitte","complaint, lament (N.), request (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],certain,word,aɪhtr,"complaint, lament, request",n
aihtrōn,V.,"beten, betteln, erbitten, für sich verlangen","beg, pray, request for oneself, beseech, supplicate",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['5'],certain,,aɪhtron,"beg, pray, request_for_oneself, beseech, supplicate",v
aihtrōns,F.,"Bitte, Gebet","prayer, supplication",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['3'],certain,form,aɪhtrons,"prayer, supplication",n
aihts,F.,"Eigentum, Besitz, Habe, Gut","belongings, property, possessions",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['2'],certain,form,aɪhts,"belongings, property, possessions",n
aíƕatundi,F.,"„Pferdedorn“, Dornstrauch","thornbush, bramble, prickly bush",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['3'],certain,form,ɛhwatundɪ,"thornbush, bramble, prickly_bush",n
aíƕs,M.,"Pferd, e-Rune","horse, name of e-rune",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['1'],certain,form,ɛhws,"horse, name_of_erune",n
aikan,V.,sprechen?,speak? (V.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪkan,speak,v
aíkklesjō,F.,"Kirche, Gotteshaus, Gemeinde","church, church building, religious congregation, house of God",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['42'],certain,,ɛkklesjo,"church, church_building, religious_congregation, house_of_God",n
aiks,F.,Eiche,oak,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],uncertain,word,aɪks,oak,n
aílōe,Interj.,"eloi, mein Gott","eloi, my God",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,['2'],certain,,ɛloe,"eloi, my_God",r
ain,"Adj., N., Num.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=9,[],certain,,aɪn,,anr
ainabaúr,"Adj., M.",eingeboren,"only-begotten one, only-born one",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1'],certain,form,aɪnaβɔr,"onlybegotten_one, onlyborn_one",an
ainaha,Adj.,einzig,"only (Adj.), sole",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['3'],certain,,aɪnaha,"only, sole",a
ainakls,Adj.,"vereinzelt, alleinstehend, einzeln","alone, standing alone, lonely, solitary (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1'],certain,form,aɪnakls,"alone, standing_alone, lonely, solitary",a
ainamundiþa,F.,"Einheit, Einmütigkeit","one-mindedness, unanimity",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['3'],certain,form,aɪnamundɪθa,"onemindedness, unanimity",n
ainamunds,Adj.,einmütig,"of one mind, unanimous",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,[],uncertain,word,aɪnamunds,"of_one_mind, unanimous",a
ainan,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,[],uncertain,word,aɪnan,,v
ainata,Num.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,[],uncertain,word,aɪnata,,r
ainfalþaba,Adv.,einfältig,"simply, candidly, whole-heartedly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1'],certain,,aɪnɸalθaβa,"simply, candidly, wholeheartedly",r
ainfalþei,F.,"Einfalt, Einfachheit","genuine-heartedness, sincerity, simplicity",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['6'],certain,form,aɪnɸalθi,"genuineheartedness, sincerity, simplicity",n
ainfalþs,Adj.,"einfach, einfältig","in one piece, simple, single, whole",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1'],certain,form,aɪnɸalθs,"in_one_piece, simple, single, whole",a
ainƕarjizuh,Pron.,ein jeder,"each, each one, everyone",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['14'],certain,,aɪnhwarjɪzuh,"each, each_one, everyone",r
ainƕaþaruh,Pron.,jeder von beiden,each one of two,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1'],certain,form,aɪnhwaθaruh,each_one_of_two,r
ainlif,Num.,elf,eleven,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['2'],certain,form,aɪnlɪɸ,eleven,r
ains,"Adj., Num.","ein, alleinig, ein einziger, ein gewisser, irgendein, einmal (= ainamma sinþa)","a, an, alone, one, once (= ainamma sinþa), only, single one, someone, anyone",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['197'],certain,,aɪns,"a, an, alone, one, once, only, single_one, someone, anyone",ar
ainshun,Pron.,"irgendein, jeder, niemand (in neg. Sätzen), kein (in neg. Sätzen)","anyone, one, not anyone (in neg. sentences), none (in neg. sentences)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['75'],certain,,aɪnshun,"anyone, one, not_anyone, none",r
aípiskaúpei,F.,Bischofsamt,"bishopric, episcopate, office of a bishop",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1'],certain,form,ɛpɪskɔpi,"bishopric, episcopate, office_of_a_bishop",n
aípiskaúpus,M.,Bischof,bishop,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['3'],certain,,ɛpɪskɔpus,bishop,n
aípistaúle,F.,Brief,"epistle, letter",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['1413'],certain,,ɛpɪstɔle,"epistle, letter",n
aipistula,F.,Brief,"epistle, letter",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,[],certain,form,aɪpɪstula,"epistle, letter",n
aípistula,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,[],certain,form,ɛpɪstula,,n
air,Adv.,früh,early,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=10,['3'],certain,,aɪr,early,r
airinōn,V.,"Gesandter sein (V.), unterhandeln, Bote sein (V.)","be an emissary, be a messenger, negotiate",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['2'],certain,form,aɪrɪnon,"be_an_emissary, be_a_messenger, negotiate",v
airis,"Adv., Adj.","längst, eher, früher",much earlier,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['2'],certain,,aɪrɪs,much_earlier,ra
airiza,M.,Vorfahre,ancestor,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['4'],certain,form,aɪrɪza,ancestor,n
aírknis,Adj.,heilig,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,[],certain,,ɛrknɪs,,a
aírkniþa,F.,"Lauterkeit, Echtheit, Reinheit","genuineness, integrity, probity, purity, sincerity, unadulteratedness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['21'],certain,form,ɛrknɪθa,"genuineness, integrity, probity, purity, sincerity, unadulteratedness",n
aírkns,Adj.,heilig,"holy, genuine, pure, sincere, unadulterated",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['1'],certain,form,ɛrkns,"holy, genuine, pure, sincere, unadulterated",a
airmans,Adj.,"groß, gewaltig","enormous, huge",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,[],certain,word,aɪrmans,"enormous, huge",a
airmins,Adj.,"groß, gewaltig","enormous, huge",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,[],certain,word,aɪrmɪns,"enormous, huge",a
airmins,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,[],certain,word,aɪrmɪns,,a
aírþa,F.,"Erde, Land, Erdreich, Erdboden","earth, land (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['62'],certain,,ɛrθa,"earth, land",n
aírþakunds,Adj.,"von irdischer Abkunft, von der Erde stammend, irdisch","earth-born, of earthly descent, of earthly origin",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['1'],certain,form,ɛrθakunds,"earthborn, of_earthly_descent, of_earthly_origin",a
aírþeins,Adj.,"irdisch, irden","of earth, earthen, earthly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['5'],certain,,ɛrθins,"of_earth, earthen, earthly",a
airus,M.,"Bote, Gesandtschaft, Abgesandter","emissary, embassy, messenger",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['5'],certain,,aɪrus,"emissary, embassy, messenger",n
aírzei,F.,"Irre, Irrlehre, Irrtum","delusion, error, misleading (N.), heresy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['2'],certain,form,ɛrzi,"delusion, error, misleading, heresy",n
aírzeis,Adj.,"irre geführt, irre, verführt","deluded, erring, misled, deceived, in error",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['4'],certain,form,ɛrzis,"deluded, erring, misled, deceived, in_error",a
aírziþa,F.,"Irrlehre, Irre, Irrtum","deception, deludedness, delusion",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['2'],certain,,ɛrzɪθa,"deception, deludedness, delusion",n
aírzjan,V.,"irreführen, irre machen, verführen, Verführer (= airzjands)","delude, mislead, seducer (= airzjands)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['4'],certain,form,ɛrzjan,"delude, mislead, seducer",v
aiskōn,V.,"fragen, fordern","ask, ask for, beg, demand (V.), look for",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,[],uncertain,word,aɪskon,"ask, ask_for, beg, demand, look_for",v
aistan,V.,sich scheuen vor,"have regard for, have respect for, reverence (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['3'],certain,form,aɪstan,"have_regard_for, have_respect_for, reverence",v
aiþei,F.,Mutter (F.) (1),mother (F.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,['44'],certain,,aɪθi,mother,n
aiþeis,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=11,[],uncertain,word,aɪθis,,a
aiþs,M.,Eid,oath,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['4'],certain,form,aɪθs,oath,n
aíþþau,Konj.,"oder, wo nicht, sonst, wenigstens","and as an alternative, alternatively, else, on the other hand, or, otherwise",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['157156'],certain,,ɛθθau,"and_as_an_alternative, alternatively, else, on_the_other_hand, or, otherwise",r
aiw,V.,"immer, jederzeit","ever, at any time",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,[],uncertain,word,aɪw,"ever, at_any_time",v
aíwaggēli,N.,"Evangelium, frohe Botschaft","evangel, gospel, good tidings",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['7'],certain,form,ɛwaŋɡelɪ,"evangel, gospel, good_tidings",n
aíwaggēlista,M.,Evangelist,evangelist,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['3'],certain,,ɛwaŋɡelɪsta,evangelist,n
aíwaggēljan,V.,das Evangelium verkünden,"evangelize, spread the gospel",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['1'],certain,form,ɛwaŋɡeljan,"evangelize, spread_the_gospel",v
aíwaggēljō,F.,"Evangelium, frohe Botschaft","evangel, gospel, good tidings",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['4948'],certain,,ɛwaŋɡeljo,"evangel, gospel, good_tidings",n
aiweins,Adj.,ewig,"eternal, everlasting",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['33'],certain,form,aɪwins,"eternal, everlasting",a
aiwiski,N.,"Schande, Schmach","shame (N.), disgrace",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['2'],certain,form,aɪwɪskɪ,"shame, disgrace",n
aiwiskōn,V.,schändlich handeln,"behave disgracefully, treat shamefully",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['1'],certain,form,aɪwɪskon,"behave_disgracefully, treat_shamefully",v
aiwisks,Adj.,schändlich,"disgraceful, shameful",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,[],uncertain,word,aɪwɪsks,"disgraceful, shameful",a
aiwjan,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,[],uncertain,word,aɪwjan,,v
aíwlaúgia,M.,"Segen, Spende","blessing (N.), benefaction, charitable contribution, gift (N.), donation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['1'],certain,form,ɛwlɔɣɪa,"blessing, benefaction, charitable_contribution, gift, donation",n
aiws,M.,"Zeit, Ewigkeit","age (N.), eternity, all time",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['51'],certain,form,aɪws,"age, eternity, all_time",n
aíwxaristia,F.,"Dank, Danksagung","thanksgiving, prayer of thanksgiving",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=12,['1'],certain,form,ɛwxarɪstɪa,"thanksgiving, prayer_of_thanksgiving",n
